Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
cobbler_call_aya_131e0ac2	e	"I suppose you have a point. Darn."	game/script files/3_cobblercornerstore.rpy	182	e blush "[what]"
cobbler_call_aya_25b7dd58	e	"At work!"	game/script files/3_cobblercornerstore.rpy	185	e excited "[what]"
cobbler_call_aya_6b35c631	a	"Makes sense!"	game/script files/3_cobblercornerstore.rpy	187	a happy "[what]"
cobbler_call_aya_a6744fad	e	"So, was there a reason you called me?"	game/script files/3_cobblercornerstore.rpy	190	e happy "[what]"
cobbler_erin_stayed_8de7f493	a	"...or if you're going back to the city."	game/script files/3_cobblercornerstore.rpy	204	a neutral "[what]"
cobbler_erin_stayed_5bd23b73	e	"Oh, you think I'm a city kid, huh?"	game/script files/3_cobblercornerstore.rpy	206	e neutral "[what]"
cobbler_erin_stayed_95b7aae1	a	"Aren't you?"	game/script files/3_cobblercornerstore.rpy	208	a "[what]"
cobbler_erin_stayed_6a03663c	e	"I hate it there! I decided to stick around, so I'm still out here. I'm sure we'll run into each other again soon."	game/script files/3_cobblercornerstore.rpy	210	e happy "[what]"
cobbler_erin_stayed_81bd3f14	e	"You'll just have to figure out where I'm spending my time."	game/script files/3_cobblercornerstore.rpy	213	e happy "[what]"
cobbler_erin_stayed_85d77b58	e	"I'll be at the cornerstore a lot of the time, truth be told."	game/script files/3_cobblercornerstore.rpy	216	e happy "[what]"
cobbler_erin_stayed_7843c05b	e	"Anyway, I gotta go! I'll text you later, bye!"	game/script files/3_cobblercornerstore.rpy	218	e "[what]"
cobbler_erin_stayed_8e9aad0e		*click*	game/script files/3_cobblercornerstore.rpy	220	"[what]"
cobbler_erin_stayed_57ffc5b2		Okay, that was {i}definitely{/i} flirting, right?	game/script files/3_cobblercornerstore.rpy	222	"[what]"
cobbler_erin_no_reason_f7f20279	e	"Oh, okay! Well I'm glad to hear from you anyway!"	game/script files/3_cobblercornerstore.rpy	230	e excited "[what]"
cobbler_erin_no_reason_1ac6954a	e	"Would you... like to get coffee sometime?"	game/script files/3_cobblercornerstore.rpy	232	e blush "[what]"
cobbler_erin_no_reason_e1fd98db	a	"I'm more of a tea drinker."	game/script files/3_cobblercornerstore.rpy	234	a neutral "[what]"
cobbler_erin_no_reason_76af4ea6		She sounds a little deflated when she responds.	game/script files/3_cobblercornerstore.rpy	236	"[what]"
cobbler_erin_no_reason_26f3ac7c	e	"Right, of course. That's alright. Well... I gotta get going, I'll text you later! Bye!"	game/script files/3_cobblercornerstore.rpy	238	e gloom "[what]"
cobbler_erin_no_reason_ed22b259		Wait... wait. WAIT. Was she asking me out?	game/script files/3_cobblercornerstore.rpy	240	"[what]"
cobbler_call_uhh_5785ded2	a	"I..."	game/script files/3_cobblercornerstore.rpy	251	a blush "[what]"
cobbler_call_uhh_28a5716d	e	"Who is this?"	game/script files/3_cobblercornerstore.rpy	253	e neutral "[what]"
cobbler_call_uhh_12d30e6b		I clear my throat.	game/script files/3_cobblercornerstore.rpy	255	"[what]"
cobbler_call_uhh_212f6c63	a	"This is Aya."	game/script files/3_cobblercornerstore.rpy	257	a neutral "[what]"
cobbler_call_nothing_d4576af4	e	"Another spam caller??? Stop calling me!"	game/script files/3_cobblercornerstore.rpy	265	e sad "[what]"
cobbler_call_nothing_0b9ab88e		Well, that didn't go the way I thought it would. Not sure what I was expecting...	game/script files/3_cobblercornerstore.rpy	267	"[what]"
lydia_chat_8ab92e8c		Lydia is a cat spirit who tends a large garden near the post office. She has a little cottage that's perfect for just her, and she likes living alone.	game/script files/3_cobblercornerstore.rpy	279	"[what]"
lydia_chat_18555a68		In fact, she thrives by spending her time humming to budding flowers and sprouting vegetables, taking naps in her sun chair, and just being outside in general. But not in a sporty way, she's just kind of an outside cat.	game/script files/3_cobblercornerstore.rpy	281	"[what]"
lydia_chat_3e02206e		I try to catch up with her regularly, but I'm a bit more of an indoorsy spirit. Still, it's good to have other spirits as friends nearby, especially at a time like this.	game/script files/3_cobblercornerstore.rpy	283	"[what]"
lydia_chat_1f4e435d		She might have a spell to fix broken lamps, which would save me a lot of time and effort.	game/script files/3_cobblercornerstore.rpy	285	"[what]"
lydia_chat_5e3f2297		I swing open the garden gate and look for her.	game/script files/3_cobblercornerstore.rpy	287	"[what]"
lydia_chat_29f845a9		I find her weeding a garden box of catnip, looking blissed as all hell. She has a small, curvaceous figure and wears a painter's jumpsuit with thick yellow gardening gloves.	game/script files/3_cobblercornerstore.rpy	289	"[what]"
lydia_chat_966d8bac		Her thick, calico colored hair is pulled back into a low ponytail, and a broad straw sunhat shades her head and shoulders. Holes are cut into the hat to leave room for her ears. Her spotted tail is adorned with a blue ribbon and a little gold bell that jingles lighty as her tail swings back and forth.	game/script files/3_cobblercornerstore.rpy	293	"[what]"
lydia_chat_00015ea9		Lydia always looks like she's no older than 40, but I know she's much, much older. Spirits age slowly.	game/script files/3_cobblercornerstore.rpy	295	"[what]"
lydia_chat_23945a28	a	"I hope I'm not interrupting!"	game/script files/3_cobblercornerstore.rpy	297	a happy "[what]"
lydia_chat_f841fbeb		My tone is warm, and as I speak I sway my picnic basket in front of me.	game/script files/3_cobblercornerstore.rpy	299	"[what]"
lydia_chat_b50f12e5	lyd	"What have you brought me this time? I hope it isn't more pickles. You know how I hate pickles."	game/script files/3_cobblercornerstore.rpy	301	lyd "[what]"
lydia_chat_a0c8b751	a	"Well, I know that now. I didn't know at the time! It was supposed to be a surprise."	game/script files/3_cobblercornerstore.rpy	303	a "[what]"
lydia_chat_80f4e27a	lyd	"Surprise? More like jumpscare. Come on in, let's see what you have."	game/script files/3_cobblercornerstore.rpy	305	lyd "[what]"
lydia_chat_7ba6706a		She peels off her gloves and tucks the heels of them into the back pocket of her jumpsuit.	game/script files/3_cobblercornerstore.rpy	307	"[what]"
lydia_chat_e3b34497		Inside the cottage, Lydia puts on a kettle of tea and pulls out two handcrafted glazed mugs. We scoop the cobbler into a ceramic pot and put it into the oven to heat.	game/script files/3_cobblercornerstore.rpy	313	"[what]"
lydia_chat_9bfcfd55		I don't say anything. Lydia likes to take her time and bristles if she's rushed.	game/script files/3_cobblercornerstore.rpy	315	"[what]"
lydia_chat_0d007b35		The teapot whistles. She pours tea: spearmint for her and Earl Grey for me. The cobbler is hot and ready after another twenty minutes of quiet contemplation.	game/script files/3_cobblercornerstore.rpy	317	"[what]"
lydia_chat_7a57d044		As we begin to eat, she finally asks me the reason for my visit.	game/script files/3_cobblercornerstore.rpy	319	"[what]"
lydia_chat_36c5c9d7	a	"I simply wanted to share this with you. I thought you'd enjoy it."	game/script files/3_cobblercornerstore.rpy	321	a excited "[what]"
lydia_chat_40d83ab6		She gives me a look from below lowered lashes.	game/script files/3_cobblercornerstore.rpy	323	"[what]"
lydia_chat_4f4782ad	lyd	"And that's all?"	game/script files/3_cobblercornerstore.rpy	325	lyd "[what]"
lydia_chat_3bb23b8d	a	"Well... there is something, actually."	game/script files/3_cobblercornerstore.rpy	327	a blush "[what]"
lydia_chat_22d90016		I explain that I'm looking for a spell that fixes a broken lamp, and tell her about Erin and the pact she made with me.	game/script files/3_cobblercornerstore.rpy	329	"[what]"
lydia_chat_e5b6f736	lyd	"Ah, a human girl... tell me more about her."	game/script files/3_cobblercornerstore.rpy	331	lyd "[what]"
shes_clumsy_24a19314	lyd	"Well, obviously."	game/script files/3_cobblercornerstore.rpy	376	lyd "[what]"
shes_clumsy_2b64f46a	lyd	"Is that all?"	game/script files/3_cobblercornerstore.rpy	378	lyd "[what]"
shes_bold_75e4b5b2	a	"I liked her. The way she was so resolved to pay me back was charming. And she was so bold when she left."	game/script files/3_cobblercornerstore.rpy	385	a blush "[what]"
shes_bold_27bb2a90	lyd	"How so?"	game/script files/3_cobblercornerstore.rpy	387	lyd "[what]"
shes_bold_e0956da9	a	"She called me beautiful. Out of the blue!"	game/script files/3_cobblercornerstore.rpy	389	a tsuntsun "[what]"
shes_bold_9291abf5	lyd	"Aya, that's adorable!"	game/script files/3_cobblercornerstore.rpy	391	lyd "[what]"
shes_bold_fed4eec5	a	"It was probably just a compliment and not actual flirting, right?"	game/script files/3_cobblercornerstore.rpy	393	a sad "[what]"
shes_bold_a200fcd8	lyd	"But what if it WAS flirting? And you liked her. So you should give her a chance and see where it goes."	game/script files/3_cobblercornerstore.rpy	395	lyd "[what]"
shes_bold_3c378313	a	"I don't want to assume that and get hurt, you know? It's been hard since mom and dad left. You know I haven't dated anyone since then. Plus, she's younger than me"	game/script files/3_cobblercornerstore.rpy	397	a "[what]"
shes_bold_59e6b3c0	lyd	"I get where you're coming from, but you need to live a little. Have a little summer romance. It'll be fine, it'll be fun! And don't talk to me about age, you're both youngsters. You don't know how annoying age gap problems can be when you get to be 300 instead of 30."	game/script files/3_cobblercornerstore.rpy	399	lyd "[what]"
shes_bold_bcb3ed40	a	"Right, sorry. Well, I haven't seen her again since then. She could have bailed and gone back home."	game/script files/3_cobblercornerstore.rpy	402	a neutral "[what]"
shes_bold_5647d3ac	lyd	"You two made a pact, though. If she's so {i}bold{/i}, she'll show up."	game/script files/3_cobblercornerstore.rpy	404	lyd "[what]"
shes_bold_f9bffa9c	a	"That's fair. I guess I did see her at the cornerstore..."	game/script files/3_cobblercornerstore.rpy	407	a neutral "[what]"
shes_bold_d96a2199	lyd	"See? She's staying!"	game/script files/3_cobblercornerstore.rpy	409	lyd "[what]"
shes_bold_4a5d0a08		Lydia primly sips her tea. I know she's probably right, but I just don't know...	game/script files/3_cobblercornerstore.rpy	411	"[what]"
shes_bold_87f5037e		I guess I'll just have to see what happens if I run into her.	game/script files/3_cobblercornerstore.rpy	413	"[what]"
shes_cute_1627314f	a	"Really cute. Clumsy and cute."	game/script files/3_cobblercornerstore.rpy	422	a blush "[what]"
shes_cute_a801f24a	lyd	"Oh my, does little Aya have a crush?"	game/script files/3_cobblercornerstore.rpy	424	lyd "[what]"
shes_cute_51f2e067	a	"I don't really have time for a crush..."	game/script files/3_cobblercornerstore.rpy	426	a tsuntsun "[what]"
shes_cute_0f414f28		Lydia snorts.	game/script files/3_cobblercornerstore.rpy	428	"[what]"
shes_cute_aec35cad	lyd	"All you have is time. You're just moldering away among those books. You're a cute girl, Aya, and you'd be extra cute with a cutie by your side."	game/script files/3_cobblercornerstore.rpy	430	lyd "[what]"
shes_cute_a53853d4	a	"Lyd!! I barely know her!"	game/script files/3_cobblercornerstore.rpy	432	a excited "[what]"
shes_cute_016548af	lyd	"Just saying!"	game/script files/3_cobblercornerstore.rpy	434	lyd "[what]"
shes_cute_1c5597fe		I grumble something into my teacup and she pretends to not hear me, ears swiveled away.	game/script files/3_cobblercornerstore.rpy	436	"[what]"
lydia_change_subject_8ef7a49b		I don't really want to talk about Erin...	game/script files/3_cobblercornerstore.rpy	443	"[what]"
lydia_change_subject_470ee315	a	"She's just some girl, I don't have much to say about her."	game/script files/3_cobblercornerstore.rpy	445	a tsuntsun "[what]"
lydia_change_subject_eb6398e2		Which is more or less true. I don't like the way Lydia looks at me, though. She's got this "knowing old woman" expression that looks out of place on her unlined face.	game/script files/3_cobblercornerstore.rpy	447	"[what]"
cobbler_end_c2d767ef		It's been a big day. I'll go to the cornerstore tomorrow.	game/script files/3_cobblercornerstore.rpy	459	"[what]"
cobbler_end_866e8ef3		What a weekend. It was good, but I'm so tired... at least the bookstore will be quiet this week!	game/script files/3_cobblercornerstore.rpy	467	"[what]"
cornerstore_a3baf651		The cornerstore is on the far side of town but it's a nice day, so I leave my bike behind and equip myself with a couple of sturdy tote bags.	game/script files/3_cobblercornerstore.rpy	475	"[what]"
cornerstore_8e7b2a81		It's been a couple weeks since I've gone, so I'll probably grab a bunch of snacks and drinks to supplement the usual groceries.	game/script files/3_cobblercornerstore.rpy	477	"[what]"
cornerstore_d8ece080		Some little birds peck at scattered seeds and tiny crumbs on the sidewalk. The little fellows hop out of the way when I walk past.	game/script files/3_cobblercornerstore.rpy	479	"[what]"
cornerstore_119069e3		Outside the cornerstore I see a stack of familiar blue milk cartons.	game/script files/3_cobblercornerstore.rpy	482	"[what]"
cornerstore_f6fe663c	a	"No way."	game/script files/3_cobblercornerstore.rpy	483	a excited "[what]"
cornerstore_f349c9ca		I guess this is where she's been... closer than I thought!	game/script files/3_cobblercornerstore.rpy	484	"[what]"
cornerstore_8f0b3fe5		I nod at a couple I recognize in the cornerstore. I don't know them by name, but I know they're locals. We've been nodding at each other for years.	game/script files/3_cobblercornerstore.rpy	491	"[what]"
cornerstore_57221ffd	e	"Aya? Is that you?"	game/script files/3_cobblercornerstore.rpy	493	e neutral "[what]"
cornerstore_d05a246e		She's here. Like a breath of fresh air.	game/script files/3_cobblercornerstore.rpy	497	"[what]"
cornerstore_d56465c4	a	"Oh! Erin!"	game/script files/3_cobblercornerstore.rpy	499	a shocked "[what]"
cornerstore_8e72d466		I take in her apron and the box of candies she's holding tucked under one arm.	game/script files/3_cobblercornerstore.rpy	501	"[what]"
cornerstore_2fd671d8	a	"So this is where you've been?"	game/script files/3_cobblercornerstore.rpy	503	a "[what]"
cornerstore_3776216d	e	"Mostly! Doing jobs here and there. I'm renting a room from the owner."	game/script files/3_cobblercornerstore.rpy	507	e happy "[what]"
cornerstore_42e999fd	a	"Cindy, right? She's very sweet. I'm glad you found a place to stay, but why aren't you back home?"	game/script files/3_cobblercornerstore.rpy	509	a neutral "[what]"
cornerstore_c7522560	e	"I wasn't ready to go back yet. Besides... I still gotta help you find that spell, right?"	game/script files/3_cobblercornerstore.rpy	511	e excited "[what]"
cornerstore_e1cafb85		Right... but that's not for another month. I thought she'd just come back when it's time, but I guess not.	game/script files/3_cobblercornerstore.rpy	513	"[what]"
cornerstore_640981c4	a	"Ah, well... it's good to see you. I hope you've been well?"	game/script files/3_cobblercornerstore.rpy	515	a happy "[what]"
cornerstore_aaa969a0		She steps past me and starts to unpack the box, restocking the shelf.	game/script files/3_cobblercornerstore.rpy	517	"[what]"
cornerstore_44d29b92		She's close enough that the light scent of citrus and apples wafts from her hair. It's a very bright and happy scent that suits her.	game/script files/3_cobblercornerstore.rpy	519	"[what]"
cornerstore_6a822ba8	e	"I have! So, you doing some shopping today? Or did you just come here to find me?"	game/script files/3_cobblercornerstore.rpy	521	e rizzler "[what]"
cornerstore_ae740b44	a	"I didn't know where to find you, really."	game/script files/3_cobblercornerstore.rpy	523	a tsuntsun "[what]"
cornerstore_76a827b6	a	"Just here to pick some things up that I missed at the grocer."	game/script files/3_cobblercornerstore.rpy	525	a happy "[what]"
cornerstore_0558858e	e	"Nice! What are you doing later? I'm here 'til 7, but not busy tonight. We could hang out!"	game/script files/3_cobblercornerstore.rpy	527	e happy "[what]"
cornerstore_efd0294e		This seems like a hint. I'm not doing anything, but I want to keep to myself this weekend and recharge...	game/script files/3_cobblercornerstore.rpy	529	"[what]"
cornerstore_downtime_43732a67	a	"So I'll be busy, sorry."	game/script files/3_cobblercornerstore.rpy	540	a sad "[what]"
cornerstore_downtime_40049c9b		She tucks a loose strand of hair behind her ear and smiles up at me from where she squats next to a shelf.	game/script files/3_cobblercornerstore.rpy	542	"[what]"
cornerstore_downtime_c794a9f9	e	"That's alright! Another time, then."	game/script files/3_cobblercornerstore.rpy	544	e excited "[what]"
cornerstore_lie_d1fbc80a		Erin nods sagely and smiles guilelessly up at me from where she squats next to a shelf.	game/script files/3_cobblercornerstore.rpy	550	"[what]"
cornerstore_lie_eae520c4	e	"That sounds important, I don't want to intrude on that."	game/script files/3_cobblercornerstore.rpy	552	e happy "[what]"
cornerstore_lie_66a8f22e		I feel a little bad for the lie.	game/script files/3_cobblercornerstore.rpy	554	"[what]"
cornerstore_cont_9133e2fc	e	"Well, I don't want to keep you from your shopping! You know where to find me now, so don't be a stranger, okay?"	game/script files/3_cobblercornerstore.rpy	560	e excited "[what]"
cornerstore_cont_112130cc	e	"I could come visit your bookstore after work!"	game/script files/3_cobblercornerstore.rpy	562	e blush "[what]"
cornerstore_cont_2e83b1a2	a	"No! I mean, we'll be closed, sorry."	game/script files/3_cobblercornerstore.rpy	564	a blush "[what]"
cornerstore_cont_33c3b73d		She nods and makes a wry smirk, but focuses on shelving the candies.	game/script files/3_cobblercornerstore.rpy	566	"[what]"
cornerstore_cont_05d17655	a	"Catch you later, Erin."	game/script files/3_cobblercornerstore.rpy	568	a happy "[what]"
cornerstore_cont_105fda0f		The rest of my shopping goes by quickly, though I do steal a few glances of Erin busying herself around the shop. She was certainly quite clumsy at my shop, but it looks like she's doing good work here.	game/script files/3_cobblercornerstore.rpy	570	"[what]"
cornerstore_cont_dd6fc7c7		Time to head home.	game/script files/3_cobblercornerstore.rpy	572	"[what]"
cornerstore_end_6969393e		I unpack the groceries and make myself a cold lemonade.	game/script files/3_cobblercornerstore.rpy	581	"[what]"
cornerstore_end_73ef75f4		I think I'll chill for the rest of today and make cobbler tomorrow.	game/script files/3_cobblercornerstore.rpy	582	"[what]"
cornerstore_end_6969393e_1		I unpack the groceries and make myself a cold lemonade.	game/script files/3_cobblercornerstore.rpy	588	"[what]"
cornerstore_end_866e8ef3		What a weekend. It was good, but I'm so tired... at least the bookstore will be quiet this week!	game/script files/3_cobblercornerstore.rpy	589	"[what]"
farmers_market_e2595351		The smell of food wafts across the town on a light breeze that carries away the lingering summer's humidity.	game/script files/3_farmersmarket.rpy	18	"[what]"
farmers_market_fa46aac4		As I walk down the street toward the town's central plaza, I hear the hum of small generators and the bustling of people a couple blocks away.	game/script files/3_farmersmarket.rpy	20	"[what]"
farmers_market_8f8ecf1d		The farmers market is in full swing for harvest season.	game/script files/3_farmersmarket.rpy	22	"[what]"
farmers_market_9f999ede		There are vendors selling early peaches from Joy's orchard, while others sell the last of the season's blackberries. The usual veggie stands have a bounty of fresh treasures.	game/script files/3_farmersmarket.rpy	24	"[what]"
farmers_market_fbaccd8e		A honey merchant has paired up with a woodworker who's selling wooden wands and bread bowls to go with the honey.	game/script files/3_farmersmarket.rpy	26	"[what]"
farmers_market_2e947bfa		Rows of tents offer unique, handcrafted goods from merchants in the surrounding regions who've come to this town to peddle their wares.	game/script files/3_farmersmarket.rpy	28	"[what]"
farmers_market_49827721		There's even a fox spirit selling lucky talismans. They're real magic, though the workings are quite small; it's better not to swing the karmic balance too far in any direction unless you really know what you're doing.	game/script files/3_farmersmarket.rpy	30	"[what]"
farmers_market_ffa772eb		The first farmers market of the season is always a big one.	game/script files/3_farmersmarket.rpy	32	"[what]"
farmers_market_b9d0adf5		I pick up some veggies, a cup of black coffee, and buy a loaf of bread from a baker who drove 3 hours to be here. It's divine.	game/script files/3_farmersmarket.rpy	34	"[what]"
farmers_market_13267c32		After a good lap around the produce side of the market, my bags are getting heavy. I head to a flower stand I've bought from in the past in search of my usual marigold and sunflowers.	game/script files/3_farmersmarket.rpy	36	"[what]"
farmers_market_9e0d2e1f		I hear her voice before I see her.	game/script files/3_farmersmarket.rpy	40	"[what]"
farmers_market_f6486ad1	e	"Coming right up! Let me get those bagged for you."	game/script files/3_farmersmarket.rpy	42	e happy "[what]"
farmers_market_663cd7c7		A customer hands Erin a bouquet of daisies and she turns around to place it in a water-sealed paper bag.	game/script files/3_farmersmarket.rpy	44	"[what]"
farmers_market_0de99f57		She's smiling when she returns the bouquet to the customer, then sees me and waves.	game/script files/3_farmersmarket.rpy	46	"[what]"
farmers_market_9133cd96	e	"Aya! Are you here to get flowers??"	game/script files/3_farmersmarket.rpy	48	e excited "[what]"
farmers_market_e8ee232d	a	"I sure am. I didn't expect to see you here!"	game/script files/3_farmersmarket.rpy	50	a happy "[what]"
farmers_market_dce5db5f	e	"It's a part time gig! I helped unload everything. I could probably give you some ideas on what looked the prettiest today! What would you think about this little bouquet of lavender and larkspur?"	game/script files/3_farmersmarket.rpy	52	e happy "[what]"
farmers_market_marigold_7e9996c8	a	"Thanks, but I think I'll get my usual. A bouquet each of marigold and sunflowers, please."	game/script files/3_farmersmarket.rpy	77	a "[what]"
farmers_market_marigold_af5cbc90	e	"Oooh how pretty! I love that, I'll bag those for you."	game/script files/3_farmersmarket.rpy	79	e "[what]"
farmers_market_lavender_7efa1c85	a	"That's a good suggestion, I'll take the lavender and larkspur."	game/script files/3_farmersmarket.rpy	85	a "[what]"
farmers_market_lavender_9e5c95be		She beams at me and nearly bounces to fetch a bouquet of purple and blue sprigs.	game/script files/3_farmersmarket.rpy	87	"[what]"
farmers_market_lavender_58be52e7	e	"Here, this is my favorite one from this morning! Do you like it??"	game/script files/3_farmersmarket.rpy	89	e blush "[what]"
farmers_market_lavender_3cb9474c	a	"I love it."	game/script files/3_farmersmarket.rpy	91	a excited "[what]"
farmers_market_cont_0eed4a2e		Erin bags the flowers and waves over the flower merchant so I can pay for them.	game/script files/3_farmersmarket.rpy	97	"[what]"
farmers_market_cont_e144e2a1	jeff	Oh, hello there Aya!	game/script files/3_farmersmarket.rpy	104	jeff "[what]"
farmers_market_cont_dd427204	e	"You know Aya?"	game/script files/3_farmersmarket.rpy	106	e neutral "[what]"
farmers_market_cont_26cd6ade	jeff	"Kiddo, you forget I've been selling here for ages. Aya's a long time customer, she comes by almost every weekend during the market season!"	game/script files/3_farmersmarket.rpy	108	jeff "[what]"
farmers_market_cont_73210749	e	"Oh, duh! Aya, you must really like flowers!"	game/script files/3_farmersmarket.rpy	110	e happy "[what]"
farmers_market_cont_51084acb		I chuckle. Jeff gives the two of us a knowing look.	game/script files/3_farmersmarket.rpy	112	"[what]"
farmers_market_cont_e4ab6640	jeff	"You know, Erin, if you'd like to call it a day here I'm sure Aya would be happy to show you around the rest of the market."	game/script files/3_farmersmarket.rpy	114	jeff "[what]"
farmers_market_cont_c2ea5d38		He winks at me on the sly.	game/script files/3_farmersmarket.rpy	116	"[what]"
farmers_market_cont_9af529e9	a	"Oh no, Jeff, if you need the extra help I really don't want to pull her away. I was just stopping by to get flowers—"	game/script files/3_farmersmarket.rpy	118	a neutral "[what]"
farmers_market_cont_a432dbba	jeff	"Nonsense, we'll be just fine. She was a huge help unloading everything this morning, but we can take it from here. Kiddo, let me pay you now so you have some change for the rest of the market."	game/script files/3_farmersmarket.rpy	120	jeff "[what]"
farmers_market_cont_382b8e55	e	"Really?! Thank you! This is great!!"	game/script files/3_farmersmarket.rpy	122	e excited "[what]"
farmers_market_cont_f05bf217		She unties her apron and lays it over the back of a folding chair behind the sales table, slings her book bag over her shoulder, then comes around to join me.	game/script files/3_farmersmarket.rpy	124	"[what]"
farmers_market_cont_a60e6a90	e	"Won't you show me around the market? I bet you know where all the good stuff is!"	game/script files/3_farmersmarket.rpy	126	e happy "[what]"
farmers_market_cont_838c1e76	a	"I suppose..."	game/script files/3_farmersmarket.rpy	128	a tsuntsun "[what]"
farmers_market_cont_3a051b49		Jeff comes back with an envelope for Erin and a big grin for us both.	game/script files/3_farmersmarket.rpy	130	"[what]"
farmers_market_cont_13586a2d	jeff	"You two take care, now!"	game/script files/3_farmersmarket.rpy	132	jeff "[what]"
farmers_market_cont_eff548da	a	"Thanks, old man. Likewise!"	game/script files/3_farmersmarket.rpy	134	a happy "[what]"
farmers_market_cont_a4a09cb0		I tuck the flowers into the larger of my tote bags and heft them so the straps rest more comfortably on my shoulders.	game/script files/3_farmersmarket.rpy	140	"[what]"
farmers_market_cont_5db8a569		Erin notices the motion and offers a hand.	game/script files/3_farmersmarket.rpy	142	"[what]"
farmers_market_cont_f7138c94	e	"Let me carry your bags, okay? You must be tired from carrying them around all day."	game/script files/3_farmersmarket.rpy	144	e neutral "[what]"
farmers_market_cont_b127ebf4		I start to protest, but she insists, and I end up giving her the two smaller totes while I hang on to the largest one with the flowers.	game/script files/3_farmersmarket.rpy	146	"[what]"
farmers_market_cont_c097c437		We walk through the market, trying food samples and looking at crafts and jewelry.	game/script files/3_farmersmarket.rpy	156	"[what]"
farmers_market_cont_9f0dd7f5		After a while, Erin takes a detour to the restrooms and leaves the bags with me. I decide to look around a bit, and one booth catches my eye.	game/script files/3_farmersmarket.rpy	158	"[what]"
farmers_market_cont_2ec300ce		It's a table with hair pins of all different styles. I find a brass pin with a cast sunflower at the end of it. It's just my style.	game/script files/3_farmersmarket.rpy	160	"[what]"
farmers_market_cont_7d50ada1		I almost check out then, but then I see that one pin is part wood and part resin-cast. The resin looks like it has frozen big rainbow bubbles in time.	game/script files/3_farmersmarket.rpy	162	"[what]"
farmers_market_cont_9613244f		(Erin likes to wear her hair up...)	game/script files/3_farmersmarket.rpy	164	"[what]"
farmers_market_cont_10c31aa1		I hesitate for a moment, then buy both pins.	game/script files/3_farmersmarket.rpy	168	"[what]"
farmers_market_cont_a348611d		I head back to the spot where Erin left, and I'm waiting there when she returns.	game/script files/3_farmersmarket.rpy	170	"[what]"
farmers_market_cont_01baab9a		She holds a hand out for the bags and I shove the bubble hair pin towards her.	game/script files/3_farmersmarket.rpy	172	"[what]"
farmers_market_cont_2e7b5d12	e	"What's this?"	game/script files/3_farmersmarket.rpy	174	e excited "[what]"
farmers_market_cont_ad59d4a3	a	"It's a hair pin. For you."	game/script files/3_farmersmarket.rpy	176	a blush "[what]"
farmers_market_cont_a0e05226		(Please don't make a big deal out of it.)	game/script files/3_farmersmarket.rpy	178	"[what]"
farmers_market_cont_c68a4649		Her eyes shine and she holds it to her chest.	game/script files/3_farmersmarket.rpy	180	"[what]"
farmers_market_cont_23f67884	e	"You didn't have to do that!"	game/script files/3_farmersmarket.rpy	182	e blush "[what]"
farmers_market_cont_089d5141	a	"It's just a hair pin, don't mention it."	game/script files/3_farmersmarket.rpy	184	a tsuntsun "[what]"
farmers_market_cont_b570850d	e	"Well, thank you! It's so cute!!!"	game/script files/3_farmersmarket.rpy	186	e excited "[what]"
farmers_market_cont_d4140cac		She tucks it away safely in her book bag and we continue walking around the market.	game/script files/3_farmersmarket.rpy	188	"[what]"
lamp_talk_2de9ef2b	a	"So, I wanted to talk about that lamp..."	game/script files/3_farmersmarket.rpy	200	a sad "[what]"
lamp_talk_c873e917		I trail off, lost in the memory for a moment. My throat feels tight, my chest heavy.	game/script files/3_farmersmarket.rpy	202	"[what]"
lamp_talk_e0864e03	e	"I'm sorry about that. I really want to make it up to you."	game/script files/3_farmersmarket.rpy	204	e gloom "[what]"
lamp_talk_775ece09		Erin picks at a ragged cuticle, her eyes downcast.	game/script files/3_farmersmarket.rpy	206	"[what]"
lamp_talk_5312b935	a	"Oh, I'm not bringing it up for you to keep apologizing!"	game/script files/3_farmersmarket.rpy	208	a shocked "[what]"
lamp_talk_d397453e	a	"No... I just felt like you should know why it was important to me. Important enough to try to go to the Lost Market, you know?"	game/script files/3_farmersmarket.rpy	210	a neutral "[what]"
lamp_talk_b4816986		Erin looks sidelong at me, saying nothing. Just waiting, patient. I have her full attention.	game/script files/3_farmersmarket.rpy	212	"[what]"
lamp_talk_993a97b1		I clear my throat a little and continue,	game/script files/3_farmersmarket.rpy	214	"[what]"
lamp_talk_083ead2f	a	"It was my mom's. She made it when I was really young. They kept it up on a high shelf so I wouldn't accidentally... break it."	game/script files/3_farmersmarket.rpy	216	a happy "[what]"
lamp_talk_fdea36f3	a	"I didn't really appreciate that lamp 'til I was older. It grew on me, and turning it on each day was like a reminder that mom's still around, lighting up the darkness."	game/script files/3_farmersmarket.rpy	218	a "[what]"
lamp_talk_a64a4751	a	"It's special to me."	game/script files/3_farmersmarket.rpy	220	a "[what]"
lamp_talk_apology_c7bb1ecb	a	"I'm sorry I didn't check to see if you were okay first, that was kinda shitty of me. It's just... it was another piece of her gone, just like that."	game/script files/3_farmersmarket.rpy	229	a sad "[what]"
lamp_cont_4ec5fdd3		Erin gently rests her free hand on my shoulder.	game/script files/3_farmersmarket.rpy	234	"[what]"
lamp_cont_d94f38d2	e	"What happened to her? Sorry, that's not really a polite question. You just sound so wistful, but not really sad?"	game/script files/3_farmersmarket.rpy	236	e neutral "[what]"
